Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
99,Gian Clavell\clavegi01,SG,24,DAL,7,0,64,4.7,14.1,.333,4.7,11.8,.400,0.0,2.4,.000,1.6,1.6,1.000,0.8,4.7,5.5,2.4,1.6,0.0,1.6,6.3,15.7,,102,111
100,Antonius Cleveland\clevean01,SG,23,TOT,17,0,123,3.2,8.5,.381,1.2,1.6,.750,2.0,6.9,.294,1.6,2.4,.667,1.2,4.4,5.7,0.8,2.8,2.0,2.8,9.3,9.3,,78,107
100,Antonius Cleveland\clevean01,SG,23,DAL,13,0,81,2.5,8.7,.286,0.0,0.6,.000,2.5,8.1,.308,1.2,2.5,.500,1.2,5.0,6.2,1.2,3.7,2.5,1.2,6.8,6.2,,70,103
100,Antonius Cleveland\clevean01,SG,23,ATL,4,0,42,4.7,8.1,.571,3.5,3.5,1.000,1.2,4.7,.250,2.3,2.3,1.000,1.2,3.5,4.7,0.0,1.2,1.2,5.8,14.0,15.1,,90,113
101,John Collins\collijo01,PF,20,ATL,74,26,1785,8.6,14.9,.576,0.4,1.3,.340,8.2,13.6,.598,3.6,5.1,.715,4.8,10.0,14.8,2.7,1.3,2.2,2.9,5.9,21.3,,117,108
102,Zach Collins\colliza01,C,20,POR,66,1,1045,5.5,13.8,.398,1.7,5.4,.310,3.8,8.4,.455,1.3,2.0,.643,2.1,8.4,10.5,2.5,0.8,1.5,2.8,6.3,13.9,,93,107
103,Kyle Collinsworth\colliky01,SF,26,DAL,32,2,480,4.0,10.4,.384,0.4,1.8,.235,3.6,8.6,.415,2.2,4.2,.525,3.3,7.8,11.2,5.9,1.8,0.9,2.5,4.6,10.6,,98,108
104,Darren Collison\collida01,PG,30,IND,69,64,2018,7.8,15.8,.495,2.4,5.1,.468,5.4,10.7,.508,3.1,3.6,.882,0.9,3.5,4.4,9.1,2.3,0.4,2.1,3.0,21.2,,126,110
105,Nick Collison\collini01,PF,37,OKC,15,0,75,8.6,12.6,.684,0.0,0.0,,8.6,12.6,.684,3.3,8.6,.385,4.6,8.6,13.2,2.6,0.0,0.0,4.6,4.6,20.5,,106,112
106,Mike Conley\conlemi01,PG,30,MEM,12,12,373,8.7,22.8,.381,3.3,10.4,.312,5.4,12.3,.440,7.2,8.9,.803,0.0,3.7,3.7,6.6,1.6,0.4,2.4,3.3,27.8,,108,114
107,Pat Connaughton\connapa01,SG,25,POR,82,5,1488,5.5,13.0,.423,2.5,7.0,.352,3.0,6.0,.506,1.2,1.5,.841,1.2,4.2,5.4,3.0,0.8,0.7,1.4,4.0,14.7,,110,110
108,Quinn Cook\cookqu01,PG,24,GSW,33,18,740,7.9,16.4,.484,3.0,6.8,.442,4.9,9.6,.514,1.4,1.6,.880,0.7,4.7,5.3,5.8,0.8,0.1,2.1,3.8,20.3,,115,113
109,Charles Cooke\cookech01,SG,23,NOP,13,0,38,2.5,17.6,.143,1.3,10.1,.125,1.3,7.5,.167,1.3,2.5,.500,0.0,2.5,2.5,1.3,1.3,0.0,1.3,0.0,7.5,,45,113
110,Jack Cooley\cooleja01,PF,26,SAC,7,0,87,7.6,15.7,.481,0.0,0.0,,7.6,15.7,.481,8.1,11.0,.737,8.1,9.3,17.4,3.5,0.6,0.0,1.7,7.6,23.3,,126,113
111,Matt Costello\costema01,C,24,SAS,4,0,32,3.2,6.3,.500,0.0,0.0,,3.2,6.3,.500,0.0,0.0,,1.6,12.6,14.2,3.2,3.2,3.2,1.6,11.1,6.3,,101,96
